customer_id,device_id,first_seen_date,times_used
CUST_01e6aefb,DEV_698bd0f77a,2023-12-14T16:20:09.475560,7
CUST_01e6aefb,DEV_540803e0eb,2023-08-14T14:20:09.475565,18
CUST_f50af3e6,DEV_9f00fa469a,2026-04-03T19:20:09.475572,20
CUST_f50af3e6,DEV_5349baa59c,2024-07-24T04:20:09.475580,8
CUST_b5cd5089,DEV_82fb5a99f5,2023-08-30T15:20:09.475587,21
CUST_cad4dc6e,DEV_d7aa4e1162,2026-07-27T09:20:09.475594,11
CUST_39f35ae0,DEV_7a8c17b92b,2026-01-28T01:20:09.475601,25
CUST_39f35ae0,DEV_cf9cc99bdc,2025-11-13T22:20:09.475609,18
CUST_5520036e,DEV_a4053ca0a6,2025-10-02T09:20:09.475616,21
CUST_5520036e,DEV_617daf7e2a,2023-12-21T07:20:09.475622,21
CUST_5520036e,DEV_d8ddffd517,2025-07-09T13:20:09.475627,11
CUST_d2933032,DEV_8448cbf434,2026-07-22T20:20:09.475635,21
CUST_db8aa75d,DEV_cc7c570675,2025-02-19T23:20:09.475641,24
CUST_db8aa75d,DEV_98829b5d8a,2026-07-14T17:20:09.475647,14
CUST_f6df2bd6,DEV_ff302acc98,2026-02-22T21:20:09.475654,13
CUST_f6df2bd6,DEV_8ac0af76d2,2024-06-06T07:20:09.475659,6
CUST_9f6ac250,DEV_a4137c3b2a,2025-01-06T21:20:09.475667,1
CUST_9f6ac250,DEV_122c1ca87c,2024-12-18T04:20:09.475672,20
CUST_9f6ac250,DEV_85a2785071,2026-01-14T12:20:09.475677,10
CUST_94e05d72,DEV_424590c035,2025-02-11T06:20:09.475684,16
CUST_4f127881,DEV_e3201ce9fe,2025-11-20T06:20:09.475693,15
CUST_4f127881,DEV_a7841f69b1,2025-02-09T16:20:09.475698,4
CUST_5deb2861,DEV_8b454e39e1,2026-06-24T02:20:09.475706,9
CUST_168d81f5,DEV_d0f5773464,2026-08-17T23:20:09.475713,11
CUST_168d81f5,DEV_ee23fa3a42,2026-01-31T13:20:09.475718,19
CUST_6bdbeda1,DEV_6bccbeb2ae,2025-07-22T17:20:09.475725,20
CUST_6bdbeda1,DEV_21a763d903,2024-05-13T09:20:09.475731,17
CUST_bfbc401e,DEV_d153b9bf83,2025-07-07T01:20:09.475738,4
CUST_e352de16,DEV_f05ce15eb0,2026-03-31T07:20:09.475745,11
CUST_2b29842c,DEV_b9e4b5b534,2026-08-08T14:20:09.475752,13
CUST_2b29842c,DEV_3c1bbe7218,2025-04-26T08:20:09.475758,25
CUST_2b29842c,DEV_125da29c51,2025-02-21T12:20:09.475763,10
CUST_8f45a81d,DEV_79647d9aed,2023-06-05T22:20:09.475770,9
CUST_8f45a81d,DEV_d87947c3e6,2022-12-22T11:20:09.475776,23
CUST_3bcdf817,DEV_89fa759724,2025-12-22T08:20:09.475784,10
CUST_a27b6d7d,DEV_cd7ee65c8c,2023-10-27T00:20:09.475791,25
CUST_f014d6b3,DEV_54b0d2c2c6,2026-06-22T02:20:09.475799,10
CUST_2d795b3f,DEV_5ee180c131,2025-05-26T15:20:09.475806,5
CUST_00ddbee4,DEV_43842242f5,2025-12-31T23:20:09.475813,20
CUST_b7f9eab3,DEV_d10e014745,2025-02-05T07:20:09.475821,25
CUST_f6dabc5d,DEV_849aaa4f75,2024-10-10T16:20:09.475828,25
CUST_9aad7bf7,DEV_ee95d88e0a,2026-03-07T06:20:09.475835,15
